Date,Supplier Name,Business Name,TIN,Address,Invoice Number,Items,Category,Total Amount,VAT Exempt Amount,VATable Sale,VAT Amount,VAT Registered,Branch,Payment Method,Paid By,Notes,Created At,Updated At
2025-04-12,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱270),General,270,,241.07,28.93,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.492Z,
2025-04-11,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Consumable Goods (1x ₱731),General,731,,531.25,63.75,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.492Z,
2025-04-12,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,1kg (1x ₱1750),General,1735.4,,1,185.94,Yes,Podium,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.492Z,2025-06-27T16:51:25.461Z
2025-04-10,Alyssa Ann Kamille A. Co-Prop,Alyssa Ann Kamille A. Co-Prop,427-330-896-00000,"170B Wilson St., Brgy. Maytunas, 1500 San Juan City NCR, 2nd District, Philippines",,Various Consumable Goods (1x ₱810),General,810,,723.21,86.79,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.492Z,
2025-04-12,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"CT 116(B) Mega B Bldg Vargas Cor EDSA, Mandaluyong City Second District 1550",,Banana Pudding (1x ₱3555),General,3555,,3,380.89,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.493Z,
2025-04-14,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,AustrliasOwnFllCrm (1x ₱1020),General,1020,,910.71,109.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.493Z,
2025-04-13,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Consumable Goods (1x ₱1341.75),General,1341.75,,1,141.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.493Z,
2025-04-13,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Golden Ticket (1x ₱1750),General,1750,,1,187.5,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.493Z,
2025-04-15,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Consumable Goods (1x ₱3500.7),General,3500.7,,3,375.08,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.494Z,
2025-04-14,Allegro Beverage Corporation,Allegro Beverage Corporation,203-457-225-00003,"Jang Bldg., Gov. M. Cuenco Ave., Banilad, 6000 Cebu City",,OATSIDE PLAIN OAT MILK BARISTA EDITION (1x ₱3810),General,3810,,3,408.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.494Z,
2025-04-15,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.494Z,
2025-04-19,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.495Z,
2025-04-20,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Various Consumable Goods (1x ₱3730),General,3730,,3,399.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.495Z,
2025-04-16,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,Various Consumable Goods (1x ₱452.5),General,452.5,,404.02,48.48,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.495Z,
2025-04-20,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Various Consumable Goods (1x ₱3730),General,3730,,3,399.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.496Z,
2025-04-20,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,711-904-153-00000,"B6 L42 Palmera Homes Nova East Brgy. 177 Camarin 14000 Caloocan City NCR, 3rd District Philippines",,Sugarcane Straw (1x ₱1153),General,1153,,1,123.54,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.496Z,
2025-04-20,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,DLA La Fruta Str (1x ₱259),General,259,,231.25,27.75,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.496Z,
2025-04-20,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,Frances May Pauline S. Tutor - Prop. - FMPT PACKAGING SUPPLIES TRADING,711-904-153-00000,"B6 L42 Palmera Homes Nova East Brgy. 177 Camarin 14000 Caloocan City NCR, 3rd District Philippines",,Various Consumable Goods (1x ₱1153),General,1153,,1,123.54,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.496Z,
2025-04-20,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.496Z,
2025-04-21,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,AustrliasOwnFllCrm (1x ₱659.5),General,659.5,,588.84,70.66,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.497Z,
2025-04-21,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-416,Basement 1 Central Sqaure North Fort Santiago Taguig City,,Various Items (1x ₱491.5),General,491.5,,438.84,52.66,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.497Z,
2025-04-22,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱67.5),General,67.5,,60.27,7.23,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.497Z,
2025-04-23,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.498Z,
2025-04-23,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,AustrliasOwnFllCrm (1x ₱816),General,816,,728.57,87.43,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.498Z,
2025-04-22,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"CT 116(B) Mega B Bldg Vargas Cor EDSA, Mandaluyong City Second District 1550",,Banana Pudding (1x ₱3555),General,3555,,3,380.89,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.498Z,
2025-04-24,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Various Consumable Goods (1x ₱3245),General,3245,,2,347.68,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.498Z,
2025-04-25,Powerfoods Marketing Intenational Inc.,Powerfoods Marketing Intenational Inc.,007-494-702-00000,"G/F JAAA Building 69 Apo St. Barangka Ilaya 1550 City of Mandaluyong NCR, Second District",,Various Consumable Goods (1x ₱2700.01),General,2700.01,,2,289.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.499Z,
2025-04-24,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.499Z,
2025-04-25,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,Various Consumable Goods (1x ₱1531.5),General,1531.5,,1,164.09,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.499Z,
2025-04-25,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.499Z,
2025-04-26,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.500Z,
2025-04-26,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,Various Consumable Goods (1x ₱1058.75),General,1058.75,,945.31,113.44,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.500Z,
2025-04-26,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,TUBE ICE (1x ₱40),General,40,,35.71,4.29,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.500Z,
2025-04-27,"Wonderbake, Inc.","Wonderbake, Inc.",008-689-179-009,018 A Lower G/F SM Megamall Bldg A J Vargas Ave Brgy Wack Wack Mandaluyong City,,Oatside (1x ₱630),General,630,,562.5,67.5,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.501Z,
2025-04-27,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.501Z,
2025-04-27,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Consumable Goods (1x ₱731),General,731,,531.25,63.75,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.501Z,
2025-04-28,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.502Z,2025-06-27T16:51:25.462Z
2025-04-29,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱112.5),General,112.5,,100.45,12.05,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.502Z,
2025-04-27,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,Various Consumable Goods (1x ₱282),General,282,,251.79,30.21,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.502Z,
2025-04-29,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,LaFrtaStrwbry (1x ₱231.5),General,231.5,,206.7,24.8,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.502Z,
2025-04-29,Kareila Mngt. Corp,Kareila Mngt. Corp,246-969-491-009,514 Shaw Boulevard Corner Laurel St. Mandaluyong City,,Various Consumable Goods (1x ₱2946),General,2946,,2,315.64,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.503Z,
2025-04-29,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Laciate (1x ₱2760),General,2760,,2,295.71,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.503Z,
2025-04-30,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱157.5),General,157.5,,140.63,16.88,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.503Z,
2025-04-01,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Various Consumable Goods (1x ₱3380),General,3380,,3,362.14,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.504Z,
2025-04-29,Global Pacific Distribution Network Corporation,Global Pacific Distribution Network Corporation,266-496-775-00001,Unit 302 Millenium Place Meralco Ave. Ortigas Ctr. San Antonio 1605 City of Pasig  NCR Second District,,Various Consumable Goods (1x ₱3566.33),General,3566.33,,3,382.11,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.504Z,
2025-04-02,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Unit 0026 Basement 1 Mitsukoshi 8th Ave. cor. 36th St. Grand Central Park, Fort Bonifacio, North BGC, 1634 Taguig City NCR, Fourth District Philippines",,Banana Pudding (1x ₱3239.01),General,3239.01,,2,347.04,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.504Z,
2025-04-30,"Supervalue, Inc.","Supervalue, Inc.",000-144-976-00057,SM Megamall Bldg. A Edsa Wack-Wack Greenhills City of Mandaluyong Second District 1555,,GladCngWrp (1x ₱131.75),General,131.75,,117.63,14.12,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.504Z,
2025-04-05,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00004,"Unit 0026 Basement 1 Mitsukoshi 8th Ave. cor. 36th St. Grand Central Park, Fort Bonifacio, North BGC, 1634 Taguig City NCR, Fourth District Philippines",,Banana Pudding (1x ₱2844),General,2844,,2,304.71,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.505Z,
2025-04-05,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,Various Consumable Goods (1x ₱1196),General,1196,,1,128.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.505Z,
2025-04-08,M.D.R Consumer Goods Trading,M.D.R Consumer Goods Trading,420-986-840-00000,"Manggahan Commonwealth 1121 Quezon City NCR, 2nd District",,Various Consumable Goods (1x ₱2670),General,2670,,2,286.07,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.505Z,
2025-04-08,Kush & Kush Corporation,Kush & Kush Corporation,650-749-622-000,Unit SS-104A Mandala Park Shaw Blvd. Mandaluyong,,Meals (1x ₱1234),General,1234,,1,132.21,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.506Z,
2025-04-08,LA Food Corporation,LA Food Corporation,779-272-788-00003,431B-432 SM City Manila Natividad A. Lopez St. Manila,,Meals (1x ₱23613.67),General,23613.67,,21,2,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.506Z,
2025-04-10,VFS Services Philippines Privatre Inc.,VFS Services Philippines Privatre Inc.,006-679-241-000,"6th F Circuit Corporate Center Tower 2, Makati City",,Travel Expenses (1x ₱6600),General,6600,,1,128.57,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.524Z,
2025-04-11,Phil. Jacobe Ventures Inc.,Phil. Jacobe Ventures Inc.,276-946-023-00003,"CT 116(B) Mega B Bldg Vargas Cor EDSA, Mandaluyong City Second District 1550",,Banana Pudding (1x ₱1185),General,1185,,1,126.96,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.526Z,
2025-04-11,"Japan Home, Inc.","Japan Home, Inc.",234-634-259-122,2/F Unit B30 Uptown Place Mall Uptown Fort Bonifacio TAGUIG,,Utensils (1x ₱1056),General,1056,,942.86,113.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.526Z,
2025-04-19,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,Various Consumable Goods (1x ₱1068),General,1068,,953.57,114.43,Yes,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.526Z,
2025-04-11,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Sugar4kg (1x ₱433.75); Dairy AO12L (1x ₱433.75); Evap2cans (1x ₱433.75); Paper Towel2packs (1x ₱433.75),General,1750,,1,187.5,Yes,Podium,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.526Z,2025-06-27T16:51:25.460Z
2025-04-11,The Landmark Manila Bay Corporation,The Landmark Manila Bay Corporation,733-284-869-000,Pres Diosdado Macapagal Cor Aseana Ave Aseana City Tambo Paranaque City 1700,,Various Consumable Goods (1x ₱2200.2),General,2200.2,,1,235.74,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.526Z,
2025-04-19,Mary Grace Foods Inc.,Mary Grace Foods Inc.,216-682-854-012,"Unit A & E 231 2F SM City North Edsa, North Ave. Bagong Pag-asa Quezon City",,Employee Cake (1x ₱452),General,452,,403.57,48.43,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.526Z,
2025-04-20,DHL Express (Philippines) Corp.,DHL Express (Philippines) Corp.,212-186-731-000,"2306 Chino Roces Ave. Magallanes 1231, Makati",,Shipping (1x ₱2607.58); Logistics (1x ₱2607.58),General,5215.16,,643,77.16,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.527Z,
2025-04-21,HCS Division 1 Inc.,HCS Division 1 Inc.,010-757-984-000,"Unit 202, Upper Ground C3, Bonifacio High Street, BGC, Taguig",,Meals (1x ₱1947),General,1947,,1,208.61,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.527Z,
2025-04-23,SRJ Imperial OPC,SRJ Imperial OPC,637-966-493-00000,"189 Maginhawa St., Cor. Makadios St. Sikatuna Village 1101 Quezon City, NCR Second District Philippines",,Meals (1x ₱1797.83),General,1797.83,,1,192.62,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.527Z,
2025-04-25,The Corner Market,,,,,Rental (1x ₱87678.09),General,87678.09,,,,No,Podium,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.528Z,2025-10-18T07:51:55.057Z
2025-04-25,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-350,The Marketplace Uptown Place Mall Unit B101A Uptown Place Mall 38th St Taguig City,,Various Consumable Goods (1x ₱934),General,934,,833.93,100.07,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.528Z,
2025-04-25,ABACUS BOOK AND CARD CORP.,ABACUS BOOK AND CARD CORP.,000-299-299-150,"Lower Ground Floor, Uptown Place Mall Bonifacio Global City, Taguig City",,Various Items (1x ₱207),General,207,,184.82,22.18,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.528Z,
2025-04-23,Sostanza Inc.,Sostanza Inc.,213-012-551-00007,"95 Roxas Blvd. Tambo, Paranaque",,Meals (1x ₱2292.95),General,2292.95,,2,245.67,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.528Z,
2025-04-26,Lanzah Corporation,Lanzah Corporation,644-905-433-000,"1800, Katipunan Ave, Project 4 Quezon City Metro Manila 1800",,Meals (1x ₱2407.32),General,2407.32,,1,236.79,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.529Z,
2025-04-26,For the Love of Food Inc.,For the Love of Food Inc.,600-238-381-000,"The Daily Cut, Ortigas Center Mandaluyong City NCR 1550",,Coffee Beans 1kg (1x ₱1750),General,1750,,1,187.5,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.529Z,
2025-04-25,The Corner Market,"Common Ground Food Specialists, Inc.",009-481-918-00000,2486 Taft Avenue Barangay 93 Pasay City,,,Leasing,,,,,No,SM North,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.529Z,2025-10-17T17:45:49.631Z
2025-04-26,Lanzah Corporation,Lanzah Corporation,644-905-433-000,"1800, Katipunan Ave, Project 4 Quezon City Metro Manila 1800",,Meals (1x ₱8714.29),General,8714.29,,7,933.67,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.529Z,
2025-04-27,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-407,Chino Roces Ave. Cor. P. Ocampo Santa Cruz City of Makati,,Oatside Oat Milk (1x ₱643.75); Purified Water (1x ₱643.75),General,1287.5,,1,137.95,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.530Z,
2025-04-27,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-00003,"Robinsons Place Ermita M. Adriatico St., Ermita Manila",,Various Consumable Goods (1x ₱2135.25),General,2135.25,,1,228.78,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.530Z,
2025-04-27,Sanford Marketing Corporation,Sanford Marketing Corporation,207-961-175-00057,"Savemore Market Pedro Gil Cor. Singalong St. Zone 75 Barangay 695, Malate NCR, City of Manila, First District Philippines 1004",,Various Consumable Goods (1x ₱1466.5),General,1466.5,,1,157.13,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.530Z,
2025-04-26,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-350,"Unit B101A Uptown Place Mall, 38th St Taguig City",,Devondale Full Cream Milk (1x ₱486),General,486,,433.93,52.07,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.530Z,
2025-04-28,Southeastasia Retail Inc,Southeastasia Retail Inc,008-909-992-00010,"1st & 2nd Flr, Uptown Palazzo 9th Avenue Cor 36th St. Fort Bonifacio Taguig City NCR, Fourth District Philippines",,Various Consumable Goods (1x ₱1216.6),General,1216.6,,1,130.35,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.531Z,
2025-04-28,Robinson's Supermarket Corporation,Robinson's Supermarket Corporation,000-405-340-350,The Marketplace Uptown Place Mall Unit B101A Uptown Place Mall 38th St Taguig City,,Various Consumable Goods (1x ₱683.75),General,683.75,,610.49,73.26,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.531Z,
2025-04-30,"Tabletop Partners, Inc.","Tabletop Partners, Inc.",010-245-372-00003,"Unit A4, Upper Ground Floor Uptown Mall, 9th Avenue cor 36th Street, Fort Bonifacio, Bonifacio Global City 1634 Taguig City NCR, Fourth District Philippines",,Meals (1x ₱3959),General,3959,,3,424.18,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.531Z,
2025-04-29,AAB Baking Goods and Supplies Inc.,AAB Baking Goods and Supplies Inc.,008-196-741-00003,"Unit B107 A&B UpTown Mall, 9th Avenue Fort Bonifacio, Taguig City",,DLA Mango (1x ₱552),General,552,,492.86,59.14,Yes,Imported,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.531Z,
2025-05-01,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱1683),General,1683,,1,180.32,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.532Z,
2025-05-02,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.532Z,
2025-05-01,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.532Z,
2025-05-02,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Supermarket (1x ₱1662),General,1683,,1,180.32,Yes,SMNE,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.532Z,2025-06-27T16:51:25.462Z
2025-05-03,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1052),General,1052,,939.29,112.71,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.534Z,
2025-05-06,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Emborg Whipping Cream (1x ₱812),General,812,,725,87,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.534Z,
2025-05-05,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱180),General,180,,160.71,19.29,Yes,SMNE,Cash,Store,Imported from accounting CSV | Merged with additional CSV data,2025-06-27T04:56:56.534Z,2025-06-27T16:51:25.463Z
2025-05-04,"Super Shopping Market, Inc.","Super Shopping Market, Inc.",209-609-185-00008,"SM City North Edsa Cor North Ave, Quezon City",,Various Consumable Goods (1x ₱1602.25),General,1602.25,,1,171.67,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.534Z,
2025-05-04,Ivoryway Company Inc.,Ivoryway Company Inc.,203-802-940-00000,"42 Sct Bayoran South Triangle 1103 Quezon City NCR, Second District Philippines",,TUBE ICE (1x ₱225),General,225,,200.89,24.11,Yes,SMNE,Cash,,Imported from accounting CSV,2025-06-27T04:56:56.534Z,
